run_id,car_id,timestamp,warning_trigger_distance_m,speed_at_warning_mps,braking_reaction_time_ms,stopping_distance_m,time_to_stop_ms,speed_at_stop_mps,min_inter_vehicle_distance_m,collision_occurred,v2v_message_latency_ms,messages_sent,messages_received,message_delivery_rate_pct,position_update_hz,run_duration_s,time_to_collision_at_warning_s,closing_speed_at_warning_mps
1,CAR_A,2026-03-07T23:37:56.258245,29.819371241604752,12.198089205748165,6.90309999481542,32.050808618847306,7096.526500004984,3.027000997887976,3.760918057573551,False,,300,428,100.0,17.332647169895587,17.191177399996377,1.2138206466923207,24.566538164318576
1,CAR_A,2026-03-07T23:43:29.959948,29.669362312069,12.386189164926787,6.321299995761365,8.428968725656052,7771.522200004256,0.00040660843734089975,2.4228997631236915,False,,319,464,100.0,17.23572543743408,18.390947699997923,1.1920956971480394,24.88840651220347
1,CAR_A,2026-03-07T23:48:25.563939,29.582565965186898,12.393934149301996,3.702900001371745,8.380407567220841,7703.30290000129,0.0009342557258004442,2.510583298560562,False,,331,437,100.0,17.431131084581494,18.87261139999464,1.185340921319062,24.957010622958208
1,CAR_A,2026-03-07T23:53:51.177974,29.751791095105705,0.7658825677899075,6.578200001968071,77.4562955908516,20792.22390000359,0.0,3.7493402095805077,False,,543,1121,100.0,16.46521982529367,32.85577049999847,2.215951969582938,13.426189512900525
1,CAR_A,2026-03-07T23:55:27.447125,29.49582555373434,11.256948118836423,4.945299995597452,5.572402980171434,7741.088100003253,2.842382415357177,3.513314707134553,False,,333,452,100.0,17.181213566350976,19.321440699997765,1.3137969365407145,22.4508253394152
1,CAR_A,2026-03-08T00:00:35.417122,29.796601023972762,12.434112662231742,5.937399997492321,8.510173381299262,7760.694999997213,0.0011275315529723703,2.535961365918099,False,,319,399,100.0,17.15057844302678,18.481803700000455,1.1911904415738013,25.014137105235232
1,CAR_A,2026-03-08T09:52:43.606654,29.59869942886252,11.60072546680695,8.10579999233596,103.09801687326832,6626.908399994136,0.03839259473573065,3.227816864306418,False,,286,773,100.0,16.995712233145706,16.709076099999947,1.2205857426146811,24.249586403866708
1,CAR_A,2026-03-08T09:57:19.732667,29.221243068355367,11.169122815063353,5.242400002316572,22.12342033712585,5877.744999990682,0.0,2.5355172866879623,False,,381,1067,100.0,17.032358958544844,22.308874399997876,1.320816960385219,22.123612843245844
1,CAR_A,2026-03-08T10:02:16.601524,29.975303330914862,7.079652044636559,5.885100006707944,3.346795108545889,1866.9742999918526,0.012165226425301828,29.585477316655588,False,,130,278,100.0,16.39661925794137,7.805282899993472,1.6545140978133293,18.1172849300779
1,CAR_A,2026-03-08T10:10:15.487963,29.888722684877404,12.46520859279624,6.077899990486912,13.389483734287746,2325.4165000107605,4.386310734743678,28.979039806886103,False,,99,367,100.0,15.991112335562214,6.12679670000216,2.3977565632621096,12.465286569464864
1,CAR_A,2026-03-08T10:18:01.226120,29.69268337396387,12.47601221132862,9.730100005981512,15.542290764653197,2744.8320999974385,4.376671240883959,28.13252849181021,False,,118,443,100.0,15.396019168433508,7.597995999996783,2.379952525818853,12.476166247790056
1,CAR_A,2026-03-08T10:21:42.051297,29.9833680533316,11.117034407931037,6.362899992382154,11.269359512367616,2916.351800013217,1.046096620047788,29.73059014854132,False,,108,402,100.0,15.82112441559808,6.7612304000067525,2.697024101583435,11.117204342270515
1,CAR_A,2026-03-08T10:28:45.861715,29.973085129771544,12.399532091308606,7.226100002299063,16.203160379889994,2983.4487000043737,4.372480938436394,29.057993454911195,False,,126,473,100.0,16.19307639756893,7.717728700008593,2.4172552341646423,12.39963604427965
1,CAR_A,2026-03-10T16:41:32.887903,29.74987402033144,11.179866267436358,21.62569999927655,38.17799912057156,8970.857799984515,4.43099518732262,5.968981275500115,False,,958,1018,100.0,16.88124160953635,56.62911539996276,2.656821898973241,11.197541706438289
1,CAR_A,2026-03-10T23:58:20.662137,29.52474975060589,11.2529316458596,7.08210002630949,19.274588733418845,64752.92559998343,2.804344949334659,3.1506316833034904,False,,1425,1497,100.0,15.863132102499423,89.70250990003115,1.3173333857177782,22.412511571259294
1,CAR_A,2026-03-11T00:27:21.560660,29.111727063715108,11.306949622734956,5.60050003696233,28.503052413243243,5470.0073999702,4.530567098329237,3.136290063931654,False,,553,604,100.0,17.520807851295597,31.44634349999251,1.2962643519302754,22.458171452732348
1,CAR_A,2026-03-31T21:45:34.287765,29.626801849941497,11.296580532862757,9.306699997978285,25.48042167421391,5971.763699999428,4.509726256636639,3.8875028956753908,False,,322,543,100.0,15.531153761748156,20.60171660000924,1.3687374284836644,21.64535084187996
